Duration (in seconds),"Context (Medical=1, Recidivism=2)","Transparency Level (N1, O2, T3, S4)","Experimental Group [MN1, MO2, MT3, MS4, RN5, RO6, RT7, RS8)","Validation (1=right, 2= wrong)",Attitudes to AI,Attitudes Qual,AI Understanding,AI Understanding Qual,Fairness,Fairness Qual,Trust,Trust Qual,Negative Responsibility Human,Negative Resposibility AI,Positive Resposibility Human,Positive Resposibility AI,Age,"Education (Less than high school degree = 1, etc�)",Sex,Income,"Political View (Extremly Left 0, Extremly Right 100)",Religion (No religion 0 - Fully religious 100),Ethnicity
535,2,3,7,1,10,The AI looks through this information and makes the best decision based on previous actions.,8,I understand why they look at that information but also the fact that previous actions dont define a person and what they currently need.,6,Yes and no because yet again their previous actions dont define who a person is.,10,They know whats best based off of previous cases.,5,5,5,5,20,2,2,1,80,100,6
614,1,2,2,1,7,"They should use the help of the AI because it will be able to weigh up the medical information in a non-biased way and probably quicker than a human could gather all the relevant information to make the decision. However, there should still be a decision made by the Lead Consultant to go along with what the AI suggests as there could be potential for error in the system.",1,"I don't know much about AI but I assume it makes decisions by gathering medical information that would show who needs the most urgent medical attention, or who is most likely to survive if they receive this attention.",5,"I believe it would be fair because it's not an emotional decision and it is based on facts, however I don't have enough information about it to be certain on my answer for this question.",6,"I would trust the AI, if a human verifies each time that an error has not been made.",4,9,7,10,20,3,2,11,10,0,6
731,2,4,8,1,7,"The AI took a large scale of variable in order to make their decision. That's why an help from AI could be really beneficial for the Lead Officer. But it could had some difficulties to take the human factor in account that's why it is just an ""Help"". ",6,"According to all the differents variables and their weight, the AI will compare and provide the best decision.",4,"The AI make decisions based on several variables, but it could be unfair if the variables aren't enough to take into account the human factor.",6,"I think that the decisions taken by the IA should be considered as a support, an aid in the decision making process.",9,8,7,8,24,6,1,6,35,40,6
248,2,3,7,1,5,"Inform is one thing, but they shouldn't depend on it. Every person should be viewed on a case by case basis, with the AI used to aid in the decision making. Algorithms also run the risk of fuelling harmful stereotypes",8,I understand what it does but not the technicalities of the code,3,"Risk of stereotyping based on the AI, everyone should be viewed on a case by case basis in addition to the AI",2,"The AI will miss potential important factors, and factors that differ someone from the 'norm' of that group",6,7,3,6,25,6,2,2,0,0,6
280,2,1,5,1,10,At least some oversite should be there to ensure the AI is not making an obvious error,7,"It isn't too critical the officer knows exactly how it's coming to decisions, but they should know what it considers",8,The ai should be completely unbaised when making decisions which would make it more fair,6,"I wouldn't fully trust the AI to make the decisions without oversite, but if there was some oversite I would",3,7,2,8,20,3,1,8,25,0,6
581,1,2,2,1,7,"Depending on the accuracy of the algorithm used in the AI system, it can become very useful in determining what to prioritise efficiently. However, not all responsibility should lie on the system because sometimes clinical judgment is required. If the AI system presents a possibility which the Lead Consultant deems as not being the most efficient, he/she can make an executive decision on what is the right step to take.  ",1,I have little understanding about how the AI makes decisions since I have not been informed about how it has faired in trial runs.  ,8,"The algorithm made for the AI would account for multiple factors. Depending on the number of factors considered, the AI system becomes a fair decision-maker. ",7,"Given that this AI system is being put into a life/death scenario, I am inclined to trust it, but I am also weary of how the system may display outcomes the way it was intended to.  ",8,8,6,10,22,5,1,8,50,19,4
519,2,4,8,1,7,He should see the AI as a support system - it can help making the final decision but he needs to take everything into account (things not mentionned in the AI) ,0,I do not know any details of this type of program,7,It looks at the stated facts - no emotional side. Not fair enough to strongly agree,6,Should always be reviewed by an actual person,7,6,7,6,26,5,2,5,30,5,6
569,1,4,4,2,6,"AI is still heavily influenced by the people who have (commissioned) to program them. It can be of use and relieve the professionals of a certain amount of stress, the human aspect should remain a leading factor in making a decision. ",8,It uses all the available data it has been trained to use and based on that information it makes a calculation on what is most desired.,2,"As I mentioned before, an AI simply does what it has been told to do. The prejudices of the people who made them still exist. It cannot account for everything and for unpredictable situations.",2,I do not trust the AI to make a definite decision. It should be a compass. ,8,6,8,6,22,4,1,2,19,1,2
1092,2,1,5,1,7,There are too many people in prison and too little officers to go through all documents one by one.,2,Based on what exactly does AI make decisions on which ex-offenders need extra support,5,More people were released but it could also cause higher crime rates in the city,5,It helps officers to reduce the time spent doing it themselves but I believe that the officers should still go through the decisions AI has made to confirm that it is not a risk to release ex-offenders chosen by AI,5,9,8,8,31,2,2,1,19,71,6
386,1,1,1,1,8,AI could help to determine who’s going to be prioritized ,7,"I think I understand, but not completely sure",7,"It is always something it won’t take to consideration, so it might not always be the completely correct decision ",9,I think a AI would manage to take the same fair decision just as good as the hospital ,3,7,10,8,21,3,2,12,71,50,6
707,2,4,8,1,7,The AI could be a great help to make a first selection by using the different filters,9,"Filtering data, and organaze it by priorities",7,Could be for the most decisions. But sometimes human feelings is necessary,8,"An AI doesn't fail. His programme can, which is made by humans",6,6,8,8,28,8,1,2,50,10,6
436,1,4,4,1,5,50 % in order to get the facts right but human involvement foe final decision.,8,According to certain requirements it prioritises ,7,Sensible.,4,Guman involement needed to check.,8,2,8,2,30,5,2,5,30,82,6
231,2,2,6,2,7,"That way, you get the algorithm based data but then the lead officer can back this up with behaviour within prison etc to make sure it's the right decision",1,I have a rough idea of how they might go about it but I don't understand actually what data they are looking at,5,Yes and no. It could be fair from a purely statistical point of view but you need the day to day evidence too,5,Yes and no. I trust the AI to make decisions but I wouldn't want it to be the sole thing in charge of those decisions,5,7,5,7,27,6,2,3,1,0,6
